bangla_speech ,banglish_speech ,mymensingh_bangla_speech ,mymensingh_banglish_speech ,region_name ,english_speech
কোন মানুষের প্রতি একবার বিশ্বাস উঠে গেলে অভিনয় করে বেশি দিন সেখানে থাকা যায় না,kono manusher proti ekbar bishas uthe gele ovinoy kore beshi din sekhane thaka jay na,কোন মানুষের প্রতি একবার বিশ্বাস উইঠঠা গেলে অভিনয় কইরা বেশি দিন অইহানে থাকন যায় না,kono manusher proti ekbar bissas uitha gele ovinoy koira beshi din oihane thakon jay na,Mymensingh,"Once trust is established in a person, acting cannot remain there for long"
আর সহ্য না করতে পেরে আপনাদের কাছে সঠিক পরার্মশ চাচ্ছি,ar sojjo na korte pere apnader kache sothik poramorsho chacchi,আর সহ্য না করতে পাইরা আফনেরার কাসে সঠিক পরার্মশ চাইতাসি,ar sojjo na korte paira afnerar kase sothik poramorsho chaitasi,Mymensingh,I can't bear it anymore and ask you for proper help
আমার বাবা পুলিশে আছেন তো মায়ের সাথে বিয়ের পর থেকেই তিনি পরকীয়ায় আসক্ত ছিলেন,amar baba police e achen to mayer sathe biyer por thekei tini porokiyay asokto chilen,আমার আব্বা পুলিশে আসেন তো আম্মার সাথে বিয়ার পর থাইক্কাই হেয় পরকীয়ায় আসক্ত আসিলেন,amar abba poolice e asen to ammar sathe biyar por thaikkai hey porokiyay asokto asilen,Mymensingh,My father is in the police and since his marriage with my mother he was addicted to extramarital affairs
আম্মু অনেক সহ্য করে এতো বছর সংসার করে গেছেন,ammu onek sojjho kore eto bochor songsar kore gechen,আম্মা অনেক সহ্য কইরা এতো বছর সংসার কইরা গেসেন,amma onek sojjo koira eto bochor songsar koira gesen,Mymensingh,Ammu has endured a lot and has lived a family for so many years
এর মধ্যে অনেক সময় ভালো হয়ে যেত আবার খারাপ হয়ে যেত,er moddhe onek somoy valo hoye jeto abar kharap hoye jeto,এর মধ্যে অনেক সময় ভালা হয়া যাইত আবার খারাপ হয়া যাইত,er moddhe onek somoy vala hoya jaito abar kharap hoya jaito,Mymensingh,Sometimes it gets better and worse
শেষ বয়সে এসে সে এখন এমন একটা জঘন্য কাজ করলো,shesh boyose ese se ekhon emon ekta joghonno kaj korlo,শেষ বয়সে আইসা হেয় এহন এমন একটা জঘন্য কাম করল,shesh boyose aisa hey ehon emon ekta joghonno kam korlo,Mymensingh,At his last age he did such a heinous act
সে ২য় বিয়ে করছে একটা বিবাহিত মহিলাকে,se ২y biye korche ekta bibahito mohilake,হেয় ২য় বিয়া করসে একটা বিবাহিত বেডিরে,hey ditiyo biya korse ekta bibahito bedire,Mymensingh,He is getting 2nd marriage to a married woman
সে দ্বিতীয় বিয়ে করে শান্তি পায় নি,se ditiyo biye kore shanti pay ni,হেয় দ্বিতীয় বিয়া কইরা শান্তি পায় নাই,hey ditiyo biya koira shanti pay nai,Mymensingh,He did not find peace in his second marriage
বাবার কাছে আমার মায়ের নামে অনেক উল্টা পল্টা কথা বলে,babar kache amar mayer name onek ulta polta kotha bole,আব্বার কাসে আমার আম্মার নামে অনেক উল্টা পল্টা কথা কয়,abbar kase amar ammar nam e onek ulta polta kotha koy,Mymensingh,My mother's name is spoken back and forth to my father
আমি একটা পাবলিক বিশ্ববিদ্যায়ের পড়াশোনা করছি,ami ekta public bisshobiddaloye porashona korchi,আমি একটা পাবলিক বিশ্ববিদ্যায়ের পড়াশুনা করতাসি,ami ekta pablik bisshobiddyaloy er porashuna kortasi,Mymensingh,I am studying a public university
সে এখন আমার পড়াশোনার খরচ দিতে চায় না,se ekhon amar porashonar khoroch dite chay na,হেয় এহন আমার পড়াশুনার খরচ দিতে চায় না,hey ehon amar porashunar khoroch dite chay na,Mymensingh,He doesn't want to pay for my education now
ঐ মহিলা আর সে মিলে আমাকে গালিগালাজ করতে থাকে,oi mohila ar se mile amake galigalaj korte thake,ঐ মহিলা আর হেয় মিল্লা আমারে গালিগালাজ করতে থাহে,oi mohila ar hey milla amare galigalaj korte thahe,Mymensingh,That woman and he started abusing me together
আমি তোর পড়াশোনার কোনো খরচ দিবো না,ami tor porashonar kono khoroch dibo na,আমি তর পড়াশুনার কোন খরচ দিতাম না,ami tor porashunar kono khoroch ditam na,Mymensingh,I will not pay for your education
আমাকে দয়া করে সঠিক পরার্মশ দিয়ে একটু সাহায্য করুন,amake doya kore sothik poramorsho diye ektu sahajjo korun,আমারে দয়া কইরা সঠিক পরার্মশ দিয়া একটু সাহায্য করেন,amare doya koira sothik porarmorsho diya ektu sahajjo koren,Mymensingh,Please help me with proper advice
আমি কী করতে পারি?,ami ki korte pari?,আমি কিতা করতাম পারি?,ami kita kortam pari?,Mymensingh,What can I do?
২৮ বছর ধরে আমার মা কষ্ট করে গেছেন,২৮ bochor dhore amar ma koshto kore gechen,২৮ বছর ধইরা আমার আম্মা কষ্ট কইরা গেসেন,২৮ bochor dhoira amar amma koshto koira gesen,Mymensingh,My mother has suffered for 28 years
অন্যদিকে এতো অন্যায় করার পরও আমার বাবা আর ঐ মহিলা অনেক সুখে আছেন,onnodike eto onnay korar por o amar baba ar oi mohila onek sukhe achen,আরেকদিকে এত অন্যায় করনের পরেও আমার আব্বা আর ঐ বেডি অনেক সুখে আসেন,arekdike eto onnay koroner poreo amar abba ar oi bedi onek sukhe asen,Mymensingh,"On the other hand, my father and that woman are very happy despite doing so much injustice"
আপনাদের থেকে কিছু ভালো পরামর্শ নিতে আসলাম,apnader theke kichu valo poramorsho nite aslam,আফনেরার থাইক্কা কিসু ভালা পরামর্শ নিতে আইলাম,afnerar thaikka kisu vala poramorsho nite ailam,Mymensingh,I came to get some good advice from you
আমি একজন অবিবাহিতা,ami ekjon obibahita,আমি একজন অবিবাহিতা,ami ekjon obibahita,Mymensingh,I am a bachelor
ছোট থেকে নানার বাসায় বড় হয়েছি,choto theke nanar basay boro hoyechi,ছোট থাইক্কা নানার বাড়িত বড় হইসি,choto thaikka nanar barit boro hoisi,Mymensingh,I grew up in my grandmother's house
এখন নানার বাসায়ই থাকি,ekhon nanar basayi thaki,এহন নানার বাড়িতই থাহি,ehon nanar barit e thahi,Mymensingh,Now I live at my grandmother's house
আমাদের যৌথ পরিবার ছিল নানার বাসায়,amader joutho poribar chilo nanar basay,আমরার যৌথ পরিবার আসিল নানার বাসাত,amrar joutho poribar asilo nanar basat,Mymensingh,Our joint family was in Nana's house
আমার আব্বু আগে নেশায় আসক্ত ছিল,amar abbu age neshay asokto chilo,আমার আব্বা আগে নেশায় আসক্ত আসিল,amar abba age neshay asokto asilo,Mymensingh,My father used to be addicted to drugs
আমাদের সাথে আমার আব্বু তেমন সময় কাটাতো না,amader sathe amar abbu temon somoy katato na,আমরার সাথে আমার আব্বা তেমন সময় কাটাইতো না,amrar sathe amar abba temon somoy kataito na,Mymensingh,My father did not spend much time with us
