bangla_speech ,banglish_speech ,barishal_bangla_speech ,barishal_banglish_speech ,region_name ,english_speech
আপনি নিজে কিছু করার চেষ্টা করেন যেন পরিবারের সাহায্য হয়,apni nije kichu korar cheshta koren jeno poribarer sahajjo hoy.,আমনে নিজে কিছু করার চেষ্টা করেন যেন পরিবারের সাহাইয্য হয়,amne nije kichu korar cheshta koren jen poribarer sahaijjo hoy,Barishal ,You try to do something yourself to help the family
সবাই একসাথে খারাপ হয় না,shobai eksathe kharap hoy na,হগলডি একলগে খারাপ হয় না,hogoldi ekloge kharap hoy na,Barishal ,All are not bad together
"ওরা আপনাকে কিভাবে চায়, ওদের মতো হবার চেষ্টা করুন","ora apnake kivabe chay, oder moto hobar ceshta korun","অরা আমনেরে ক্যামনে চায়, অগো মতো হওনের চেষ্টা করবেন","ora amnere kemne chay, ogo moto howner cheshta korben",Barishal ,"How they want you, try to be like them"
আশা করছি সব কিছু সমাধান হবে,asha korchi sob kichu somadhan hobe,আশা করতেয়াছি হগল কিছু সমাধান হইবে,asha korteyachi hogol kichu somadhan hoibe,Barishal ,Hope everything will be resolved
আমার বিয়ে হয়েছে ৯ বছর,amar biye hoyeche ৯ bochor,মোর বিয়া হইছে নয় বছর,mor biya hoiche noy bochor,Barishal ,I have been married for 9 years
প্রেম করে বিয়ে কিন্তু পারিবারিক ভাবেই হয়েছে,prem kore biye kintu paribarik vabei hoyeche,প্রেম কইররা বিয়া তয় পারিবারিক ভাবেই হইছে,prem koirra biya toy paribarik vabei hoiche,Barishal ,Love marriage but in a family way
প্রথম থেকেই আমার শাশুড়ি আমাকে অনেক ভালবাসে,prothom thekei amar shashuri amake onek valobashe,পরথোম গোনেই মোর হাউরি মোরে বেমালা ভালোবাসে,porthom gonei mor hauri more bemala valobashe,Barishal ,My mother in law loves me a lot from the beginning
ওনারা আমার স্বামীকে অশিক্ষিত মেয়ের সাথে বিয়ে দিতে চেয়েছিল,onara amar samike oshikkhito meyer sathe biye dite ceyechilo,হ্যারা মোর জামাইরে অশিক্ষিত মাইয়ার লগে বিয়া দেতে চাইল্লেহ,hera mor jamaire oshikkhit maiyar loge biya dete chailleh,Barishal ,They wanted to marry my husband to an illiterate girl
তাদের ঘরের কাজের মানুষ হিসেবে রাখতে চেয়েছিল,tader ghorer kajer manush hisebe rakhte cheyechilo,হ্যাগো ঘরের কামের মানু হিসাবে রাখতে চাইল্লেহ,hego ghorer kamer manu hishabe rakhte chailleh,Barishal ,Wanted to keep them as domestic workers
আমার স্বামী নিজ পছন্দে আমাকে বিয়ে করেছে,amar sami nij pochonde amake biye koreche,মোর জামাই নিজের পছন্দে মোরে বিয়া করছে,mor jamai nijer pochonde more biya korche,Barishal ,My husband married me out of his own choice
গত ৯ বছরে একটানা ৯ দিনের জন্যও তারা আমার সাথে কথা বলেনি,goto ৯ bochre ektana ৯ diner jonnow tara amar sathe kotha boleni,গ্যাছে ৯ বছর একটানা ৯ দিনের লইজ্ঞাও হ্যারা মোর লগে কথা কয় নাই,geche ৯ bochor ektana ৯ diner loiggaw hera mor loge kotha koy nai,Barishal ,They have not spoken to me for 9 consecutive days in the last 9 years
কোনো আত্মীয় আমার বাসায় এলে তাদের সাথেও সম্পর্ক নষ্ট করতো,kono attiyo amar basay ele tader satheo somporko noshto korto,কোনো মেহমান মোর বাড়ি আইলে হ্যাগো লগেও সম্পর্ক নষ্ট করতে,kono mehoman mor bari aile hego logeo somporko noshto korte,Barishal ,"If any relative came to my house, he would destroy the relationship with them too"
আমরা পারিবারিক কারনে ১ বছরের জন্য এখন নিজ বাড়ি থেকে অন্য জায়গায় ছিলাম,amra paribarik karone ১ bochrer jonno ekhon nij bari theke onno jaygay chilam,মোরা পারিবারিক কারনে ১ বছরের লইজ্ঞা এহন নিজেগো বাড়ি গোনে অন্যহানে আল্লাহম,mora paribarik karone ১ bochrer loigga ehon nijego bari gone onnohane allahom,Barishal ,We have been away from home for 1 year due to family reasons
নিজ বাড়িতে এসে শুনি পুরো এলাকাতে আমাদের নামে খারাপ কথা বলেছে,nij barite eshe shuni puro elakate amader name kharap kotha boleche,নিজেগো বাড়িতে আইয়া হুইয়া পুরা এলাকায় মোগো নামে খারাপ কথা কইছে,nijego barite aiya huiya pura elakay mogo name kharap kotha koiche,Barishal ,"When I came to my home, I heard that the whole area spoke ill of us"
আমার বিরুদ্ধে বুঝিয়েছে যে আমি আমার স্বামীর কে তাবিজ করে নিজ বাড়ি থেকে সরিয়ে ফেলেছি,amar biruddhe bujhiyeche je ami amar sami ke tabij kore nij bari theke soriye felechi,মোর বিরুদ্ধে বুজাইছে যে মুই মোর জামাইরে তাবিজ কইররা নিজেগো বাড়ি গোনে সরাইয়া হালাইছি,mor biruddhe bujaiche je mui mor jamaire tabij koirra nijego bari gone soraiya halaichi,Barishal ,It is alleged against me that I removed my husband from my house by making him a charm
সমস্ত সম্পত্তি বিক্রি করিয়ে স্বামীকে ছেড়ে চলে যাবো,somosto sompotti bikri koriye samike chere chole jabo,হগল সম্পত্তি বেইচ্চা জামাইরে হালাইয়া চইললা যামু,hogol sompotti beiccha jamaire halaiya chilla jamu,Barishal ,I will sell all my property and leave my husband
তোমার বৌ নাকি তোমাকে সম্পত্তি বিক্রি করিয়ে ফেলতেছে,tomar bou naki tomake sompotti bikri koriye felteche,তোমার বউ বোলে তোমারে সম্পত্তি বেইচ্চা হালাইতেয়াছে,tomar bou bole tomare sompotti beiccha halaiteyache,Barishal ,Your wife is making you sell the property
আমার স্বামী সবাইকে বুঝিয়ে বুঝিয়ে ক্লান্ত যে আমি এরকম কিছু করছি না,amar sami sobaike bujhiye bujhiye klanto je ami erokom kichu korchi na,মোর জামাই হগলডিরে বুজাইয়া বুজাইয়া কেলান্ত যে মুই এরহম কিছু করতেয়াছি না,mor jamai hogoldire bujaiya bujaiya kelanto je mui erohom kichu korteyachi na,Barishal ,My husband is tired of explaining to everyone that I am not doing such a thing
